transcriptID_trim,log2FoldChange
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i4,-2.882225820529
TRINITY_DN3311_c0_g1::TRINITY_DN3311_c0_g1_i2,-1.42817152089584
TRINITY_DN3478_c0_g1::TRINITY_DN3478_c0_g1_i3,-1.5381477372463
TRINITY_DN3478_c0_g1::TRINITY_DN3478_c0_g1_i9,-1.72913888566028
TRINITY_DN709_c0_g1::TRINITY_DN709_c0_g1_i12,-3.2754746477579
TRINITY_DN12545_c0_g1::TRINITY_DN12545_c0_g1_i1,-1.03094728802944
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i6,2.42036589126699
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,2.16701896533572
TRINITY_DN1670_c0_g1::TRINITY_DN1670_c0_g1_i6,2.62526079248547
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i3,1.9151616140335
TRINITY_DN1446_c0_g1::TRINITY_DN1446_c0_g1_i21,2.9001777178329
TRINITY_DN3_c0_g1::TRINITY_DN3_c0_g1_i11,2.71966419943206
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i3,-2.24135122251094
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i1,-2.24135122251094
TRINITY_DN44982_c0_g1::TRINITY_DN44982_c0_g1_i2,1.64327570200836
TRINITY_DN30_c0_g3::TRINITY_DN30_c0_g3_i1,1.29331943076463
TRINITY_DN13966_c0_g1::TRINITY_DN13966_c0_g1_i1,1.67491906811457
TRINITY_DN134_c0_g1::TRINITY_DN134_c0_g1_i12,2.78472768481076
TRINITY_DN2752_c0_g1::TRINITY_DN2752_c0_g1_i19,-1.42711456331814
TRINITY_DN2752_c0_g1::TRINITY_DN2752_c0_g1_i10,-1.42711456331814
TRINITY_DN9365_c0_g1::TRINITY_DN9365_c0_g1_i1,2.03137488809523
TRINITY_DN7169_c0_g1::TRINITY_DN7169_c0_g1_i1,-1.38229971872852
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.09294613043065
TRINITY_DN9079_c0_g1::TRINITY_DN9079_c0_g1_i2,1.49537316668201
TRINITY_DN21_c1_g1::TRINITY_DN21_c1_g1_i1,2.42164829937497
TRINITY_DN221_c8_g1::TRINITY_DN221_c8_g1_i4,-1.24722884923276
TRINITY_DN16_c0_g1::TRINITY_DN16_c0_g1_i1,1.26021581209734
TRINITY_DN11061_c0_g1::TRINITY_DN11061_c0_g1_i2,-1.68336758996368
TRINITY_DN210_c0_g3::TRINITY_DN210_c0_g3_i1,2.20771440334164
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i2,1.46692628797298
TRINITY_DN13837_c0_g1::TRINITY_DN13837_c0_g1_i1,-1.30646487622847
TRINITY_DN301_c0_g1::TRINITY_DN301_c0_g1_i2,1.96486847584193
TRINITY_DN7378_c0_g1::TRINITY_DN7378_c0_g1_i1,2.12851924187266
